OTU.ID,taxonomy
OTU_8402,Unassigned
OTU_5775,Unassigned
OTU_1459,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Pleomorphomonadaceae; D_5__uncultured
OTU_8459,Unassigned
OTU_2631,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Roizmanbacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4583,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Roizmanbacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5288,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_2551,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_1347,D_0__Bacteria; D_1__Fibrobacteres; D_2__Chitinivibrionia; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3496,Unassigned
OTU_7639,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Curtissbacteria
OTU_6963,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Coxiellales; D_4__Coxiellaceae; D_5__Coxiella
OTU_4182,Unassigned
OTU_5522,D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales; D_4__uncultured; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3072,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia
OTU_3328,D_0__Bacteria; D_1__Acidobacteria; D_2__Aminicenantia; D_3__Aminicenantales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6173,D_0__Archaea; D_1__Crenarchaeota; D_2__Bathyarchaeia
OTU_3949,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Candidatus Peribacteria
OTU_9274,D_0__Bacteria; D_1__Actinobacteria
OTU_5988,Unassigned
OTU_2810,D_0__Bacteria; D_1__WOR-1
OTU_6692,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Magasanikbacteria; D_4__Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_57_19; D_5__Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_57_19; D_6__Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_57_19
OTU_8484,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__AKAU3564 sediment group
OTU_5047,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_3289,Unassigned
OTU_6041,D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia; D_3__Erysipelotrichales; D_4__Erysipelotrichaceae; D_5__Erysipelotrichaceae UCG-003
OTU_3242,D_0__Bacteria; D_1__Patescibacteria; D_2__Berkelbacteria
OTU_4722,Unassigned
OTU_2701,Unassigned
OTU_3480,Unassigned
OTU_1757,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Magasanikbacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5993,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__uncultured
OTU_5857,Unassigned
OTU_3439,D_0__Bacteria; D_1__Elusimicrobia; D_2__Elusimicrobia; D_3__Lineage IV; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_9208,D_0__Bacteria; D_1__Firmicutes
OTU_8337,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Acetobacterales; D_4__Acetobacteraceae; D_5__Acidiphilium
OTU_2060,D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Leptospirillum; D_6__uncultured bacterium
OTU_5030,D_0__Bacteria; D_1__Planctomycetes; D_2__vadinHA49
OTU_7754,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__bacteriap25; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5109,D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
OTU_3742,D_0__Bacteria; D_1__Margulisbacteria
OTU_5410,Unassigned
OTU_3646,D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_886,D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Nitrospira
OTU_5216,D_0__Archaea; D_1__Hadesarchaeaeota
OTU_6427,D_0__Bacteria; D_1__Actinobacteria; D_2__0319-7L14
OTU_2454,D_0__Bacteria; D_1__Planctomycetes; D_2__vadinHA49; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4949,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_1970,D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__IMCC26256
OTU_498,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Bdellovibrionales; D_4__Bdellovibrionaceae; D_5__OM27 clade; D_6__uncultured bacterium
OTU_4374,D_0__Bacteria; D_1__Elusimicrobia; D_2__Lineage IIc; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6735,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Chthoniobacterales; D_4__Chthoniobacteraceae; D_5__Chthoniobacter
OTU_4920,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__MSBL9; D_4__SG8-4; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2493,D_0__Bacteria; D_1__Fibrobacteres; D_2__Chitinivibrionia; D_3__uncultured
OTU_5720,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_4900,D_0__Bacteria; D_1__Patescibacteria; D_2__Saccharimonadia; D_3__Saccharimonadales; D_4__Saccharimonadaceae; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6675,Unassigned
OTU_9183,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae
OTU_6701,D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Marine Group II
OTU_8816,Unassigned
OTU_2653,Unassigned
OTU_2074,Unassigned
OTU_4751,D_0__Bacteria; D_1__Gemmatimonadetes; D_2__MD2902-B12
OTU_6782,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria
OTU_7897,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
OTU_6052,D_0__Bacteria; D_1__Nitrospirae; D_2__BMS9AB35; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_9236,Unassigned
OTU_5389,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Ignavibacteriales; D_4__Ignavibacteriaceae; D_5__Ignavibacterium
OTU_8712,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__uncultured
OTU_4197,D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Spirochaeta 2; D_6__uncultured bacterium
OTU_4466,Unassigned
OTU_7080,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7740,D_0__Bacteria; D_1__Planctomycetes; D_2__vadinHA49; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
OTU_3398,Unassigned
OTU_6263,D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales; D_4__uncultured
OTU_3275,D_0__Bacteria; D_1__Chloroflexi; D_2__SHA-26
OTU_5825,D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales; D_4__Vermiphilaceae; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6674,Unassigned
OTU_6788,Unassigned
OTU_7164,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__TRA3-20
OTU_5933,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__uncultured
OTU_8900,Unassigned
OTU_2432,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Candidatus Peregrinibacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3634,Unassigned
OTU_4601,D_0__Archaea; D_1__Crenarchaeota; D_2__Bathyarchaeia
OTU_4935,Unassigned
OTU_2883,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_9268,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Syntrophobacterales; D_4__Syntrophaceae; D_5__Desulfobacca; D_6__uncultured bacterium
OTU_8558,D_0__Bacteria; D_1__Actinobacteria; D_2__MB-A2-108; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_890,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__OPB56
OTU_3536,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia
OTU_7706,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24; D_3__Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24; D_4__Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24; D_5__Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24; D_6__Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24
OTU_8540,Unassigned
OTU_7368,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Rhodocyclaceae
OTU_1868,D_0__Bacteria; D_1__Zixibacteria
OTU_8017,D_0__Bacteria; D_1__Elusimicrobia; D_2__Rs-M47; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5034,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia; D_3__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9; D_4__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9; D_5__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9; D_6__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9
OTU_1139,D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Acholeplasmatales; D_4__Acholeplasmataceae; D_5__Acholeplasma
OTU_3162,Unassigned
OTU_4287,Unassigned
OTU_2443,D_0__Bacteria; D_1__Fibrobacteres; D_2__Fibrobacteria; D_3__Fibrobacterales
OTU_3654,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Shapirobacteria
OTU_8531,Unassigned
OTU_6145,Unassigned
OTU_3209,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae
OTU_5158,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Lloydbacteria
OTU_709,Unassigned
OTU_5243,D_0__Bacteria; D_1__PAUC34f
OTU_3715,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodospirillales; D_4__Magnetospiraceae
OTU_6545,Unassigned
OTU_9058,Unassigned
OTU_4612,Unassigned
OTU_1576,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_7278,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Ignavibacteriales
OTU_8541,Unassigned
OTU_3748,D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia (Subgroup 4); D_3__Pyrinomonadales; D_4__Pyrinomonadaceae; D_5__RB41
OTU_8415,Unassigned
OTU_8855,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae
OTU_6042,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_4016,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4348,Unassigned
OTU_5418,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__uncultured
OTU_5230,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_3591,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Moranbacteria
OTU_8851,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria
OTU_2229,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__GIF9
OTU_4837,Unassigned
OTU_4073,D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales
OTU_4233,Unassigned
OTU_3132,Unassigned
OTU_4166,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Sphingobacteriaceae; D_5__Pedobacter
OTU_6515,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_3645,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3009,Unassigned
OTU_3589,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Archangiaceae; D_5__Anaeromyxobacter; D_6__uncultured bacterium
OTU_4469,D_0__Bacteria; D_1__Fibrobacteres; D_2__Chitinivibrionia; D_3__uncultured
OTU_4922,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__vadinBA26; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7739,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae
OTU_9189,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__uncultured; D_6__uncultured bacterium
OTU_1513,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7008,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_9291,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2823,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__uncultured
OTU_1945,Unassigned
OTU_9206,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Caldilineales; D_4__Caldilineaceae; D_5__uncultured
OTU_3628,Unassigned
OTU_6038,Unassigned
OTU_5075,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Thermoactinomycetaceae
OTU_6768,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__CCM11a
OTU_4988,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia
OTU_4511,D_0__Bacteria; D_1__WOR-1; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3002,D_0__Bacteria; D_1__WS1
OTU_3432,Unassigned
OTU_3898,D_0__Bacteria; D_1__Margulisbacteria
OTU_4455,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6221,Unassigned
OTU_2085,Unassigned
OTU_5730,D_0__Bacteria; D_1__Actinobacteria; D_2__Coriobacteriia; D_3__OPB41
OTU_3271,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Kuenenbacteria; D_4__Parcubacteria bacterium SCGC AAA011-N16; D_5__Parcubacteria bacterium SCGC AAA011-N16; D_6__Parcubacteria bacterium SCGC AAA011-N16
OTU_6584,Unassigned
OTU_5571,Unassigned
OTU_5124,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Kryptoniales; D_4__BSV26
OTU_5479,D_0__Bacteria; D_1__Fusobacteria; D_2__Fusobacteriia; D_3__Fusobacteriales; D_4__Fusobacteriaceae; D_5__Fusobacterium
OTU_7711,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_9119,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Falkowbacteria
OTU_5466,Unassigned
OTU_5198,D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Solirubrobacterales; D_4__67-14
OTU_8294,D_0__Bacteria; D_1__Firmicutes; D_2__Negativicutes; D_3__Selenomonadales; D_4__Veillonellaceae; D_5__uncultured
OTU_7034,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Rhodanobacteraceae; D_5__Rhodanobacter
OTU_5690,D_0__Bacteria; D_1__Planctomycetes; D_2__BD7-11
OTU_7845,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Staskawiczbacteria
OTU_4241,Unassigned
OTU_6319,Unassigned
OTU_6277,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_6229,D_0__Bacteria; D_1__WS1
OTU_3095,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae
OTU_5342,D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Solirubrobacterales; D_4__67-14; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2669,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfarculales; D_4__Desulfarculaceae; D_5__uncultured
OTU_9059,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae
OTU_2243,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__CCM11a
OTU_3127,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7353,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XI; D_5__Finegoldia; D_6__uncultured bacterium
OTU_6572,D_0__Bacteria; D_1__Rokubacteria; D_2__NC10; D_3__Rokubacteriales
OTU_4128,D_0__Archaea; D_1__Diapherotrites; D_2__Micrarchaeia; D_3__uncultured archaeon; D_4__uncultured archaeon; D_5__uncultured archaeon; D_6__uncultured archaeon
OTU_7194,Unassigned
OTU_1141,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Hyphomicrobiaceae
OTU_7210,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micromonosporales; D_4__Micromonosporaceae; D_5__Micromonospora
OTU_5207,D_0__Bacteria; D_1__Gemmatimonadetes; D_2__MD2902-B12
OTU_838,D_0__Bacteria; D_1__Spirochaetes; D_2__MVP-15; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7187,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Alicyclobacillaceae
OTU_5675,Unassigned
OTU_7976,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae
OTU_8836,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_8253,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria
OTU_6289,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_5770,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured Omnitrophica bacterium; D_3__uncultured Omnitrophica bacterium; D_4__uncultured Omnitrophica bacterium; D_5__uncultured Omnitrophica bacterium; D_6__uncultured Omnitrophica bacterium
OTU_1270,D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_5930,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__uncultured; D_6__uncultured bacterium
OTU_963,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_2652,D_0__Bacteria; D_1__Planctomycetes; D_2__Brocadiae; D_3__Brocadiales; D_4__GWA2-50-13
OTU_5324,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Kaiserbacteria
OTU_1032,D_0__Bacteria; D_1__Zixibacteria
OTU_2290,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Magasanikbacteria; D_4__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_12_FULL_41_16; D_5__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_12_FULL_41_16; D_6__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_12_FULL_41_16
OTU_6741,D_0__Archaea; D_1__Diapherotrites; D_2__Iainarchaeia; D_3__Iainarchaeales; D_4__uncultured prokaryote; D_5__uncultured prokaryote; D_6__uncultured prokaryote
OTU_4236,Unassigned
OTU_8587,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Hydrogenophilaceae; D_5__Thiobacillus
OTU_4871,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__JdFR-54; D_4__Dehalococcoides sp. JdFR-54; D_5__Dehalococcoides sp. JdFR-54; D_6__Dehalococcoides sp. JdFR-54
OTU_8218,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales
OTU_8410,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Methylococcales; D_4__Methylomonaceae
OTU_5008,Unassigned
OTU_3794,D_0__Bacteria; D_1__Fusobacteria; D_2__Fusobacteriia; D_3__Fusobacteriales; D_4__Leptotrichiaceae; D_5__Leptotrichia
OTU_5979,Unassigned
OTU_1496,D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia
OTU_7807,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Magasanikbacteria
OTU_8720,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Syntrophobacterales; D_4__Syntrophaceae; D_5__Smithella
OTU_1888,Unassigned
OTU_3631,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Spongiibacteraceae; D_5__BD1-7 clade
OTU_2487,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Magasanikbacteria
OTU_5179,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Streptosporangiales; D_4__Thermomonosporaceae
OTU_6205,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Bifidobacteriales; D_4__Bifidobacteriaceae; D_5__Bifidobacterium
OTU_8465,Unassigned
OTU_8925,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia; D_3__uncultured euryarchaeote; D_4__uncultured euryarchaeote; D_5__uncultured euryarchaeote; D_6__uncultured euryarchaeote
OTU_7144,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_3484,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__mle1-8; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_5359,D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales; D_4__Gemmatimonadaceae; D_5__uncultured
OTU_4620,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__AKAU3564 sediment group
OTU_6087,Unassigned
OTU_5441,Unassigned
OTU_2027,Unassigned
OTU_3596,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4417,Unassigned
OTU_5147,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_7805,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Magasanikbacteria
OTU_6815,D_0__Bacteria
OTU_3231,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XVIII
OTU_3970,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Haliangiaceae; D_5__Haliangium; D_6__uncultured bacterium
OTU_6055,Unassigned
OTU_2227,D_0__Bacteria; D_1__Planctomycetes; D_2__Pla4 lineage
OTU_5904,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Parcubacteria group bacterium GW2011_GWA1_40_21; D_4__Parcubacteria group bacterium GW2011_GWA1_40_21; D_5__Parcubacteria group bacterium GW2011_GWA1_40_21; D_6__Parcubacteria group bacterium GW2011_GWA1_40_21
OTU_3046,Unassigned
OTU_6196,Unassigned
OTU_3228,D_0__Bacteria; D_1__WOR-1
OTU_4923,Unassigned
OTU_7968,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_4971,Unassigned
OTU_7860,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfovibrionales; D_4__Desulfomicrobiaceae; D_5__Desulfomicrobium
OTU_6279,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia; D_3__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9; D_4__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9; D_5__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9; D_6__Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9
OTU_3816,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae; D_5__Pseudoxanthomonas
OTU_3547,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Subgroup 12
